"bgyname","cityname","provname","nscb_reg_name","latitude","longitude","processed"
"LUTUCAN MALABAG","SARIAYA","QUEZON","CALABARZON","13.9061","121.48599","2"
"LUTUCAN  1","SARIAYA","QUEZON","CALABARZON","13.92","121.49","2"
"MAMALA I","SARIAYA","QUEZON","CALABARZON","14.0167","121.5167","2"
"MANGGALANG  1","SARIAYA","QUEZON","CALABARZON","13.86651","121.459895","2"
"MANGGALANG TULO-TULO","SARIAYA","QUEZON","CALABARZON","13.859155","121.448325","2"
"MANGGALANG-BANTILAN","SARIAYA","QUEZON","CALABARZON","13.837975","121.439594","2"
"MANGGALANG-KILING","SARIAYA","QUEZON","CALABARZON","13.82788","121.459486","2"
"MONTECILLO","SARIAYA","QUEZON","CALABARZON","13.8907","121.4758","2"
"MORONG","SARIAYA","QUEZON","CALABARZON","13.93357","121.549351","2"
"PILI","SARIAYA","QUEZON","CALABARZON","13.951175","121.538711","2"
"BARANGAY  2 (POB.)","SARIAYA","QUEZON","CALABARZON","13.96753","121.52361","2"
"BARANGAY  3 (POB.)","SARIAYA","QUEZON","CALABARZON","13.967145","121.527131","2"
"BARANGAY  4 (POB.)","SARIAYA","QUEZON","CALABARZON","13.964215","121.529929","2"
"BARANGAY  5 (POB.)","SARIAYA","QUEZON","CALABARZON","13.96","121.53","2"
"BARANGAY  6 (POB.)","SARIAYA","QUEZON","CALABARZON","13.963865","121.524358","2"
"SAMPALOC BOGON","SARIAYA","QUEZON","CALABARZON","14.014115","121.498769","2"
"SAMPALOC  1","SARIAYA","QUEZON","CALABARZON","13.98621","121.511733","2"
"SAMPALOC  2","SARIAYA","QUEZON","CALABARZON","13.96","121.51","2"
"SAMPALOC SANTO CRISTO","SARIAYA","QUEZON","CALABARZON","13.94","121.49","2"
"TALAAN APLAYA","SARIAYA","QUEZON","CALABARZON","13.88797","121.568343","2"
"TALAANPANTOC","SARIAYA","QUEZON","CALABARZON","13.90723","121.550803","2"
"TUMBAGA  1","SARIAYA","QUEZON","CALABARZON","13.96","121.52","2"
"TUMBAGA  2","SARIAYA","QUEZON","CALABARZON","13.95","121.51","2"
"BARANGAY  1 (POB.)","SARIAYA","QUEZON","CALABARZON","13.960565","121.522993","2"
"MAMALA II","SARIAYA","QUEZON","CALABARZON","13.97","121.52","2"
"ALDAVOC","TAGKAWAYAN","QUEZON","CALABARZON","13.963675","122.536832","2"
"ALIJI","TAGKAWAYAN","QUEZON","CALABARZON","13.968905","122.52144","2"
"BAGONG SILANG","TAGKAWAYAN","QUEZON","CALABARZON","14.04","122.44","2"
"BAMBAN","TAGKAWAYAN","QUEZON","CALABARZON","14.00033","122.574138","2"
"BOSIGON","TAGKAWAYAN","QUEZON","CALABARZON","14.074805","122.539688","2"
"BUKAL","TAGKAWAYAN","QUEZON","CALABARZON","13.972835","122.599311","2"
"CABUGWANG","TAGKAWAYAN","QUEZON","CALABARZON","13.988575","122.385817","2"
"CAGASCAS","TAGKAWAYAN","QUEZON","CALABARZON","13.99706","122.413041","2"
"CASISPALAN","TAGKAWAYAN","QUEZON","CALABARZON","14.07143","122.513054","2"
"COLONG-COLONG","TAGKAWAYAN","QUEZON","CALABARZON","13.96562","122.497722","2"
"DEL ROSARIO","TAGKAWAYAN","QUEZON","CALABARZON","14.02522","122.404512","2"
"CABIBIHAN","TAGKAWAYAN","QUEZON","CALABARZON","14.04","122.38","2"
"CANDALAPDAP","TAGKAWAYAN","QUEZON","CALABARZON","13.94256","122.490846","2"
"KATIMO","TAGKAWAYAN","QUEZON","CALABARZON","13.941065","122.451392","2"
"KINATAKUTAN","TAGKAWAYAN","QUEZON","CALABARZON","13.955","122.4678","2"
"LANDING","TAGKAWAYAN","QUEZON","CALABARZON","14.068415","122.559405","2"
"LAUREL","TAGKAWAYAN","QUEZON","CALABARZON","13.940455","122.512619","2"
"MAGSAYSAY","TAGKAWAYAN","QUEZON","CALABARZON","13.96271","122.528761","2"
"MAGUIBUAY","TAGKAWAYAN","QUEZON","CALABARZON","14.011425","122.697347","2"
"MAHINTA","TAGKAWAYAN","QUEZON","CALABARZON","13.982745","122.511199","2"
"MALBOG","TAGKAWAYAN","QUEZON","CALABARZON","14.018655","122.392165","2"
"MANATO CENTRAL","TAGKAWAYAN","QUEZON","CALABARZON","13.995915","122.429351","2"
"MANATO STATION","TAGKAWAYAN","QUEZON","CALABARZON","13.97747","122.419034","2"
"MANGAYAO","TAGKAWAYAN","QUEZON","CALABARZON","13.96875","122.425491","2"
"MANSILAY","TAGKAWAYAN","QUEZON","CALABARZON","14.0113","122.587765","2"
"MAPULOT","TAGKAWAYAN","QUEZON","CALABARZON","14.055675","122.601478","2"
"MUNTING PARANG","TAGKAWAYAN","QUEZON","CALABARZON","13.97","122.54","2"
"PAYAPA","TAGKAWAYAN","QUEZON","CALABARZON","13.9685","122.570978","2"
"POBLACION","TAGKAWAYAN","QUEZON","CALABARZON","13.96","122.54","2"
"RIZAL","TAGKAWAYAN","QUEZON","CALABARZON","13.954975","122.545263","2"
"SABANG","TAGKAWAYAN","QUEZON","CALABARZON","13.95136","122.522767","2"
"SAN DIEGO","TAGKAWAYAN","QUEZON","CALABARZON","13.994785","122.47855","2"
"SAN FRANCISCO","TAGKAWAYAN","QUEZON","CALABARZON","14.01","122.51","2"
"SAN ISIDRO","TAGKAWAYAN","QUEZON","CALABARZON","13.996345","122.46044","2"
"SAN ROQUE","TAGKAWAYAN","QUEZON","CALABARZON","13.98534","122.44315","2"
"SAN VICENTE","TAGKAWAYAN","QUEZON","CALABARZON","13.985475","122.527663","2"
"SANTA CECILIA","TAGKAWAYAN","QUEZON","CALABARZON","13.972315","122.528735","2"
"SANTA MONICA","TAGKAWAYAN","QUEZON","CALABARZON","14.07111","122.483343","2"
"SANTO NIÑO I","TAGKAWAYAN","QUEZON","CALABARZON","14.01934","122.460745","2"
"SANTO NIÑO II","TAGKAWAYAN","QUEZON","CALABARZON","14.021485","122.431416","2"
"SANTO TOMAS","TAGKAWAYAN","QUEZON","CALABARZON","14.009095","122.548399","2"
"SEGUIWAN","TAGKAWAYAN","QUEZON","CALABARZON","13.959695","122.442196","2"
"TABASON","TAGKAWAYAN","QUEZON","CALABARZON","14.01829","122.524619","2"
"TUNTON","TAGKAWAYAN","QUEZON","CALABARZON","14.02758","122.618215","2"
"VICTORIA","TAGKAWAYAN","QUEZON","CALABARZON","13.986195","122.405718","2"
"ALITAO","CITY OF TAYABAS","QUEZON","CALABARZON","14.116915","121.742527","2"
"ALUPAY","CITY OF TAYABAS","QUEZON","CALABARZON","14.06113","121.611924","2"
"ANGELES ZONE I (POB.)","CITY OF TAYABAS","QUEZON","CALABARZON","14.028235","121.593316","2"
"ANGELES ZONE II","CITY OF TAYABAS","QUEZON","CALABARZON","14.02998","121.595297","2"
"ANGELES ZONE III","CITY OF TAYABAS","QUEZON","CALABARZON","14.028235","121.593316","2"
"ANGELES ZONE IV","CITY OF TAYABAS","QUEZON","CALABARZON","14.02802","121.594284","2"
"ANGUSTIAS ZONE I (POB.)","CITY OF TAYABAS","QUEZON","CALABARZON","14.03137","121.589266","2"
"ANGUSTIAS ZONE II","CITY OF TAYABAS","QUEZON","CALABARZON","14.03229","121.590318","2"
"ANGUSTIAS ZONE III","CITY OF TAYABAS","QUEZON","CALABARZON","14.033615","121.591404","2"
"ANGUSTIAS ZONE IV","CITY OF TAYABAS","QUEZON","CALABARZON","14.03324","121.59007","2"
"ANOS","CITY OF TAYABAS","QUEZON","CALABARZON","13.99644","121.564418","2"
"AYAAS","CITY OF TAYABAS","QUEZON","CALABARZON","14.03199","121.611375","2"
"BAGUIO","CITY OF TAYABAS","QUEZON","CALABARZON","14.02","121.59","2"
"BANILAD","CITY OF TAYABAS","QUEZON","CALABARZON","14.045955","121.60627","2"
"CALANTAS","CITY OF TAYABAS","QUEZON","CALABARZON","14.03882","121.546208","2"
"CAMAYSA","CITY OF TAYABAS","QUEZON","CALABARZON","14.05","121.57","2"
"DAPDAP","CITY OF TAYABAS","QUEZON","CALABARZON","14.06182","121.56896","2"
"GIBANGA","CITY OF TAYABAS","QUEZON","CALABARZON","14.018405","121.527694","2"
"ALSAM IBABA","CITY OF TAYABAS","QUEZON","CALABARZON","14.027785","121.630951","2"
"BUKAL IBABA","CITY OF TAYABAS","QUEZON","CALABARZON","14.00898","121.561179","2"
"ILASAN IBABA","CITY OF TAYABAS","QUEZON","CALABARZON","14.063","121.6328","2"
"NANGKA IBABA","CITY OF TAYABAS","QUEZON","CALABARZON","14.0","121.6","2"
"PALALE IBABA","CITY OF TAYABAS","QUEZON","CALABARZON","14.058435","121.70552","2"
"IBAS","CITY OF TAYABAS","QUEZON","CALABARZON","14.05867","121.585903","2"
"ALSAM ILAYA","CITY OF TAYABAS","QUEZON","CALABARZON","14.040705","121.635613","2"
"BUKAL ILAYA","CITY OF TAYABAS","QUEZON","CALABARZON","14.029505","121.533424","2"
"ILASAN ILAYA","CITY OF TAYABAS","QUEZON","CALABARZON","14.08004","121.6297","2"
"NANGKA ILAYA","CITY OF TAYABAS","QUEZON","CALABARZON","14.02","121.6","2"
"PALALE ILAYA","CITY OF TAYABAS","QUEZON","CALABARZON","14.083265","121.663784","2"
"IPILAN","CITY OF TAYABAS","QUEZON","CALABARZON","14.03214","121.583955","2"
"ISABANG","CITY OF TAYABAS","QUEZON","CALABARZON","13.96","121.57","2"
"CALUMPANG","CITY OF TAYABAS","QUEZON","CALABARZON","13.9897","121.5494","2"
"DOMOIT KANLURAN","CITY OF TAYABAS","QUEZON","CALABARZON","13.979245","121.585506","2"
"KATIGAN KANLURAN","CITY OF TAYABAS","QUEZON","CALABARZON","14.04847","121.619064","2"
"PALALE KANLURAN","CITY OF TAYABAS","QUEZON","CALABARZON","14.053515","121.659757","2"
"LAKAWAN","CITY OF TAYABAS","QUEZON","CALABARZON","14.01193","121.62547","2"
"LALO","CITY OF TAYABAS","QUEZON","CALABARZON","14.048605","121.560319","2"
"LAWIGUE","CITY OF TAYABAS","QUEZON","CALABARZON","14.02996","121.658323","2"
"LITA (POB.)","CITY OF TAYABAS","QUEZON","CALABARZON","14.060125","121.503342","2"
"MALAOA","CITY OF TAYABAS","QUEZON","CALABARZON","14.01","121.58","2"
"MASIN","CITY OF TAYABAS","QUEZON","CALABARZON","14.05567","121.638765","2"
"MATE","CITY OF TAYABAS","QUEZON","CALABARZON","14.00755","121.640611","2"
"MATEUNA","CITY OF TAYABAS","QUEZON","CALABARZON","14.03","121.6","2"
"MAYOWE","CITY OF TAYABAS","QUEZON","CALABARZON","13.976345","121.578735","2"
"OPIAS","CITY OF TAYABAS","QUEZON","CALABARZON","14.04","121.59","2"
"PANDAKAKI","CITY OF TAYABAS","QUEZON","CALABARZON","13.99144","121.625469","2"
"POOK","CITY OF TAYABAS","QUEZON","CALABARZON","14.05","121.6","2"
"POTOL","CITY OF TAYABAS","QUEZON","CALABARZON","14.106079","121.57414","2"
"SAN DIEGO ZONE I (POB.)","CITY OF TAYABAS","QUEZON","CALABARZON","14.03176","121.594653","2"
"SAN DIEGO ZONE II","CITY OF TAYABAS","QUEZON","CALABARZON","14.03015","121.593199","2"
"SAN DIEGO ZONE III","CITY OF TAYABAS","QUEZON","CALABARZON","14.03015","121.593199","2"
"SAN DIEGO ZONE IV","CITY OF TAYABAS","QUEZON","CALABARZON","14.03176","121.594653","2"
"SAN ISIDRO ZONE I (POB.)","CITY OF TAYABAS","QUEZON","CALABARZON","14.027905","121.588213","2"
"SAN ISIDRO ZONE II","CITY OF TAYABAS","QUEZON","CALABARZON","14.02888","121.588635","2"
"SAN ISIDRO ZONE III","CITY OF TAYABAS","QUEZON","CALABARZON","14.02888","121.588635","2"
"SAN ISIDRO ZONE IV","CITY OF TAYABAS","QUEZON","CALABARZON","14.02984","121.588307","2"
"SAN ROQUE ZONE I (POB.)","CITY OF TAYABAS","QUEZON","CALABARZON","14.03","121.59","2"
"SAN ROQUE ZONE II","CITY OF TAYABAS","QUEZON","CALABARZON","14.0322","121.592717","2"
"DOMOIT SILANGAN","CITY OF TAYABAS","QUEZON","CALABARZON","13.97787","121.593529","2"
"KATIGAN SILANGAN","CITY OF TAYABAS","QUEZON","CALABARZON","14.059385","121.620533","2"
"PALALE SILANGAN","CITY OF TAYABAS","QUEZON","CALABARZON","14.079005","121.684597","2"
"TALOLONG","CITY OF TAYABAS","QUEZON","CALABARZON","14.081835","121.612239","2"
"TAMLONG","CITY OF TAYABAS","QUEZON","CALABARZON","14.063855","121.599882","2"
"TONGKO","CITY OF TAYABAS","QUEZON","CALABARZON","14.0","121.61","2"
"VALENCIA","CITY OF TAYABAS","QUEZON","CALABARZON","14.08038","121.644265","2"
"WAKAS","CITY OF TAYABAS","QUEZON","CALABARZON","14.012645","121.608673","2"
"ANASTACIA (TAGBAK)","TIAONG","QUEZON","CALABARZON","13.98","121.36","2"
"AYUSAN I","TIAONG","QUEZON","CALABARZON","13.9561","121.3076","2"
"BARANGAY  I (POB.)","TIAONG","QUEZON","CALABARZON","13.962775","121.319348","2"
"BARANGAY  II (POB.)","TIAONG","QUEZON","CALABARZON","13.962965","121.32303","2"
"BARANGAY  III (POB.)","TIAONG","QUEZON","CALABARZON","13.962965","121.32303","2"
"BARANGAY  IV (POB.)","TIAONG","QUEZON","CALABARZON","13.962775","121.319348","2"
"BEHIA","TIAONG","QUEZON","CALABARZON","13.90454","121.33924","2"
"BUKAL","TIAONG","QUEZON","CALABARZON","13.931225","121.290616","2"
"BULA","TIAONG","QUEZON","CALABARZON","13.927025","121.308656","2"
"BULAKIN","TIAONG","QUEZON","CALABARZON","13.99","121.35","2"
"CABATANG","TIAONG","QUEZON","CALABARZON","13.9669","121.3668","2"
"CABAY","TIAONG","QUEZON","CALABARZON","13.88791","121.369988","2"
"DEL ROSARIO","TIAONG","QUEZON","CALABARZON","13.86238","121.383053","2"
"LAGALAG","TIAONG","QUEZON","CALABARZON","13.95","121.35","2"
"LALIG","TIAONG","QUEZON","CALABARZON","13.9825","121.3265","2"
"LUMINGON","TIAONG","QUEZON","CALABARZON","13.96","121.33","2"
"LUSACAN","TIAONG","QUEZON","CALABARZON","13.9552","121.3448","2"
"PAIISA","TIAONG","QUEZON","CALABARZON","13.9263","121.3542","2"
"PALAGARAN","TIAONG","QUEZON","CALABARZON","13.94","121.34","2"
"QUIPOT","TIAONG","QUEZON","CALABARZON","13.9556","121.319","2"
"SAN AGUSTIN","TIAONG","QUEZON","CALABARZON","13.933975","121.3346","2"
"SAN ISIDRO","TIAONG","QUEZON","CALABARZON","13.94166","121.333274","2"
"SAN JOSE","TIAONG","QUEZON","CALABARZON","13.919915","121.338876","2"
"SAN JUAN","TIAONG","QUEZON","CALABARZON","13.909625","121.350529","2"
"SAN PEDRO","TIAONG","QUEZON","CALABARZON","13.96957","121.308593","2"
"TAGBAKIN","TIAONG","QUEZON","CALABARZON","13.93","121.36","2"
"TALISAY","TIAONG","QUEZON","CALABARZON","13.94","121.37","2"
"TAMISIAN","TIAONG","QUEZON","CALABARZON","13.949835","121.281721","2"
"SAN FRANCISCO","TIAONG","QUEZON","CALABARZON","13.89036","121.34814","2"
"AQUINO","TIAONG","QUEZON","CALABARZON","13.96881","121.288185","2"
"AYUSAN II","TIAONG","QUEZON","CALABARZON","13.9561","121.3076","2"
"ALMACEN","UNISAN","QUEZON","CALABARZON","13.86619","121.99643","2"
"BALAGTAS","UNISAN","QUEZON","CALABARZON","13.848705","122.043662","2"
"BALANACAN","UNISAN","QUEZON","CALABARZON","13.850145","121.995382","2"
"BULO IBABA","UNISAN","QUEZON","CALABARZON","13.86453","121.976781","2"
"BULO ILAYA","UNISAN","QUEZON","CALABARZON","13.87452","121.957384","2"
"BONIFACIO","UNISAN","QUEZON","CALABARZON","13.880135","122.03141","2"
"BURGOS","UNISAN","QUEZON","CALABARZON","13.891925","121.954594","2"
"CAIGDAL","UNISAN","QUEZON","CALABARZON","13.833295","122.033467","2"
"GENERAL LUNA","UNISAN","QUEZON","CALABARZON","13.843775","122.014656","2"
"KALILAYAN IBABA","UNISAN","QUEZON","CALABARZON","13.848575","121.965385","2"
"CABULIHAN IBABA","UNISAN","QUEZON","CALABARZON","13.814855","122.022471","2"
"MAIROK IBABA","UNISAN","QUEZON","CALABARZON","13.894115","121.97416","2"
"KALILAYAN ILAYA","UNISAN","QUEZON","CALABARZON","13.85634","121.951609","2"
"CABULIHAN ILAYA","UNISAN","QUEZON","CALABARZON","13.83016","122.011372","2"
"MABINI","UNISAN","QUEZON","CALABARZON","13.853205","122.029451","2"
"MAIROK ILAYA","UNISAN","QUEZON","CALABARZON","13.908515","121.957191","2"
"MALVAR","UNISAN","QUEZON","CALABARZON","13.82578","121.988556","2"
"MAPUTAT","UNISAN","QUEZON","CALABARZON","13.81783","122.005382","2"
"MULIGUIN","UNISAN","QUEZON","CALABARZON","13.834995","121.994028","2"
"PAGAGUASAN","UNISAN","QUEZON","CALABARZON","13.85704","121.973919","2"
"PANAON IBABA","UNISAN","QUEZON","CALABARZON","13.8746","121.981902","2"
"PANAON ILAYA","UNISAN","QUEZON","CALABARZON","13.88449","121.97587","2"
"PLARIDEL","UNISAN","QUEZON","CALABARZON","13.864815","122.013174","2"
"F. DE JESUS (POB.)","UNISAN","QUEZON","CALABARZON","13.837923","121.977478","2"
"R. LAPU-LAPU (POB.)","UNISAN","QUEZON","CALABARZON","13.837075","121.980635","2"
"RAJA SOLIMAN (POB.)","UNISAN","QUEZON","CALABARZON","13.83827","121.982703","2"
"R. MAGSAYSAY (POB.)","UNISAN","QUEZON","CALABARZON","13.84","121.98","2"
"POCTOL","UNISAN","QUEZON","CALABARZON","13.881285","122.00741","2"
"PUNTA","UNISAN","QUEZON","CALABARZON","13.81083","121.987453","2"
"RIZAL IBABA","UNISAN","QUEZON","CALABARZON","13.90358","122.007504","2"
"RIZAL ILAYA","UNISAN","QUEZON","CALABARZON","13.89935","122.019957","2"
"SAN ROQUE","UNISAN","QUEZON","CALABARZON","13.814935","122.036886","2"
"SOCORRO","UNISAN","QUEZON","CALABARZON","13.899775","121.988106","2"
"TAGUMPAY","UNISAN","QUEZON","CALABARZON","13.831545","122.047489","2"
"TUBAS","UNISAN","QUEZON","CALABARZON","13.845325","122.055718","2"
"TUBIGAN","UNISAN","QUEZON","CALABARZON","13.88346","121.989355","2"
"BAGUMBAYAN","ANGONO","RIZAL","CALABARZON","14.523535","121.151178","2"
"KALAYAAN","ANGONO","RIZAL","CALABARZON","14.54","121.14","2"
"POBLACION IBABA","ANGONO","RIZAL","CALABARZON","14.52376","121.145585","2"
"POBLACION ITAAS","ANGONO","RIZAL","CALABARZON","14.52879","121.151867","2"
"SAN ISIDRO","ANGONO","RIZAL","CALABARZON","14.54","121.15","2"
"SAN PEDRO","ANGONO","RIZAL","CALABARZON","14.5242","121.15694","2"
"SAN ROQUE","ANGONO","RIZAL","CALABARZON","14.53","121.16","2"
"SAN VICENTE","ANGONO","RIZAL","CALABARZON","14.53","121.14","2"
"SANTO NIÑO","ANGONO","RIZAL","CALABARZON","14.53","121.15","2"
"MAHABANG PARANG","ANGONO","RIZAL","CALABARZON","14.55","121.19","2"
"CALAWIS","CITY OF ANTIPOLO (Capital)","RIZAL","CALABARZON","14.638768","121.133407","2"
"CUPANG","CITY OF ANTIPOLO (Capital)","RIZAL","CALABARZON","14.62","121.17","2"
"DELA PAZ (POB.)","CITY OF ANTIPOLO (Capital)","RIZAL","CALABARZON","14.579395","121.175029","2"
"MAYAMOT","CITY OF ANTIPOLO (Capital)","RIZAL","CALABARZON","14.63","121.12","2"
"SAN ISIDRO (POB.)","CITY OF ANTIPOLO (Capital)","RIZAL","CALABARZON","14.6","121.18","2"
"SAN JOSE (POB.)","CITY OF ANTIPOLO (Capital)","RIZAL","CALABARZON","14.59","121.19","2"
"SAN ROQUE (POB.)","CITY OF ANTIPOLO (Capital)","RIZAL","CALABARZON","14.57023","121.178691","2"
"MAMBUGAN","CITY OF ANTIPOLO (Capital)","RIZAL","CALABARZON","14.59","121.15","2"
"BAGONG NAYON","CITY OF ANTIPOLO (Capital)","RIZAL","CALABARZON","14.705375","121.21076","2"
"BEVERLY HILLS","CITY OF ANTIPOLO (Capital)","RIZAL","CALABARZON","14.58","121.17","2"
"DALIG","CITY OF ANTIPOLO (Capital)","RIZAL","CALABARZON","14.57","121.19","2"
"INARAWAN","CITY OF ANTIPOLO (Capital)","RIZAL","CALABARZON","14.638768","121.133407","2"
"SAN JUAN","CITY OF ANTIPOLO (Capital)","RIZAL","CALABARZON","14.721175","121.254378","2"
"SAN LUIS","CITY OF ANTIPOLO (Capital)","RIZAL","CALABARZON","14.59","121.18","2"
"SANTA CRUZ","CITY OF ANTIPOLO (Capital)","RIZAL","CALABARZON","14.58375","121.174949","2"
"MUNTINGDILAW","CITY OF ANTIPOLO (Capital)","RIZAL","CALABARZON","14.58","121.18","2"
"EVANGELISTA","BARAS","RIZAL","CALABARZON","14.52","121.27","2"
"RIZAL (POB.)","BARAS","RIZAL","CALABARZON","14.515781","121.239613","2"
"SAN JOSE","BARAS","RIZAL","CALABARZON","14.55022","121.284113","2"
"SAN SALVADOR","BARAS","RIZAL","CALABARZON","14.54219","121.262294","2"
"SANTIAGO","BARAS","RIZAL","CALABARZON","14.53","121.26","2"
"CONCEPCION","BARAS","RIZAL","CALABARZON","14.5306","121.289898","2"
"SAN JUAN","BARAS","RIZAL","CALABARZON","14.53","121.27","2"
"SAN MIGUEL","BARAS","RIZAL","CALABARZON","13.68026","124.400385","2"
"MABINI","BARAS","RIZAL","CALABARZON","14.52","121.26","2"
"PINUGAY","BARAS","RIZAL","CALABARZON","14.564295","121.276561","2"
"BANGAD","BINANGONAN","RIZAL","CALABARZON","14.36843","121.225593","2"
"BATINGAN","BINANGONAN","RIZAL","CALABARZON","14.467045","121.196855","2"
"BILIBIRAN","BINANGONAN","RIZAL","CALABARZON","14.5","121.18","2"
"BINITAGAN","BINANGONAN","RIZAL","CALABARZON","14.31763","121.231289","2"
"BOMBONG","BINANGONAN","RIZAL","CALABARZON","14.395795","121.223964","2"
"BUHANGIN","BINANGONAN","RIZAL","CALABARZON","14.36093","121.225208","2"
"CALUMPANG","BINANGONAN","RIZAL","CALABARZON","14.48","121.19","2"
"GINOONG SANAY","BINANGONAN","RIZAL","CALABARZON","14.32277","121.23015","2"
"GULOD","BINANGONAN","RIZAL","CALABARZON","14.34809","121.224933","2"
"HABAGATAN","BINANGONAN","RIZAL","CALABARZON","14.307875","121.241606","2"
"ITHAN","BINANGONAN","RIZAL","CALABARZON","14.436535","121.211184","2"
"JANOSA","BINANGONAN","RIZAL","CALABARZON","14.355865","121.224143","2"
"KALAWAAN","BINANGONAN","RIZAL","CALABARZON","14.49","121.19","2"
"KALINAWAN","BINANGONAN","RIZAL","CALABARZON","14.429025","121.21071","2"
"KASILE","BINANGONAN","RIZAL","CALABARZON","14.40131","121.221855","2"
"KAYTOME","BINANGONAN","RIZAL","CALABARZON","14.352155","121.223895","2"
"KINABOOGAN","BINANGONAN","RIZAL","CALABARZON","14.37684","121.225458","2"
"KINAGATAN","BINANGONAN","RIZAL","CALABARZON","14.38667","121.224601","2"
"LIBIS (POB.)","BINANGONAN","RIZAL","CALABARZON","14.47","121.19","2"
"LIMBON-LIMBON","BINANGONAN","RIZAL","CALABARZON","14.44","121.21","2"
"LUNSAD","BINANGONAN","RIZAL","CALABARZON","14.462095","121.201368","2"
"MAHABANG PARANG","BINANGONAN","RIZAL","CALABARZON","14.47","121.2","2"
"MACAMOT","BINANGONAN","RIZAL","CALABARZON","14.48437","121.201215","2"
"MAMBOG","BINANGONAN","RIZAL","CALABARZON","14.47681","121.206194","2"
"PALANGOY","BINANGONAN","RIZAL","CALABARZON","14.5","121.19","2"
"PANTOK","BINANGONAN","RIZAL","CALABARZON","14.5","121.2","2"
"PILA PILA","BINANGONAN","RIZAL","CALABARZON","14.46","121.2","2"
"PINAGDILAWAN","BINANGONAN","RIZAL","CALABARZON","14.329895","121.228951","2"
"PIPINDAN","BINANGONAN","RIZAL","CALABARZON","14.418175","121.215565","2"
"RAYAP","BINANGONAN","RIZAL","CALABARZON","14.29869","121.243648","2"
"SAPANG","BINANGONAN","RIZAL","CALABARZON","14.341515","121.224991","2"
"TABON","BINANGONAN","RIZAL","CALABARZON","14.31446","121.238794","2"
"TAGPOS","BINANGONAN","RIZAL","CALABARZON","14.52","121.19","2"
"TATALA","BINANGONAN","RIZAL","CALABARZON","14.48","121.2","2"
"TAYUMAN","BINANGONAN","RIZAL","CALABARZON","14.52","121.16","2"
"LAYUNAN (POB.)","BINANGONAN","RIZAL","CALABARZON","14.47289","121.194126","2"
"LIBID (POB.)","BINANGONAN","RIZAL","CALABARZON","14.465755","121.190506","2"
"MALAKABAN","BINANGONAN","RIZAL","CALABARZON","14.33513","121.227617","2"
"PAG-ASA","BINANGONAN","RIZAL","CALABARZON","14.53","121.19","2"
"SAN CARLOS","BINANGONAN","RIZAL","CALABARZON","14.304835","121.252969","2"
"SAN ANDRES (POB.)","CAINTA","RIZAL","CALABARZON","14.57","121.11","2"
"SAN ISIDRO","CAINTA","RIZAL","CALABARZON","14.62","121.12","2"
"SAN JUAN","CAINTA","RIZAL","CALABARZON","14.59","121.13","2"
"SAN ROQUE","CAINTA","RIZAL","CALABARZON","14.58","121.12","2"
"SANTA ROSA","CAINTA","RIZAL","CALABARZON","14.5805","121.115404","2"
"SANTO NIÑO","CAINTA","RIZAL","CALABARZON","14.59","121.12","2"
"SANTO DOMINGO","CAINTA","RIZAL","CALABARZON","14.59","121.11","2"
"BALIBAGO","CARDONA","RIZAL","CALABARZON","14.32","121.24","2"
