"bgyname","cityname","provname","nscb_reg_name","latitude","longitude","processed"
"ANONANG","MULANAY","QUEZON","CALABARZON","13.5975","122.445609","2"
"BAGONG SILANG","MULANAY","QUEZON","CALABARZON","13.55905","122.387228","2"
"BAGUPAYE","MULANAY","QUEZON","CALABARZON","13.561505","122.416105","2"
"BARANGAY  1 (POB.)","MULANAY","QUEZON","CALABARZON","13.523015","122.403458","2"
"BARANGAY  2 (POB.)","MULANAY","QUEZON","CALABARZON","13.524005","122.406229","2"
"BARANGAY  3 (POB.)","MULANAY","QUEZON","CALABARZON","13.521955","122.40727","2"
"BARANGAY  4 (POB.)","MULANAY","QUEZON","CALABARZON","13.5203","122.404783","2"
"BOLO","MULANAY","QUEZON","CALABARZON","13.58285","122.406309","2"
"BUENAVISTA","MULANAY","QUEZON","CALABARZON","13.5333","122.4333","2"
"BURGOS","MULANAY","QUEZON","CALABARZON","13.63953","122.415862","2"
"BUTANYOG","MULANAY","QUEZON","CALABARZON","13.52","122.41","2"
"CANUYEP","MULANAY","QUEZON","CALABARZON","13.466055","122.438066","2"
"F. NANADIEGO","MULANAY","QUEZON","CALABARZON","13.469895","122.448697","2"
"IBABANG CAMBUGA","MULANAY","QUEZON","CALABARZON","13.567625","122.459488","2"
"IBABANG YUNI","MULANAY","QUEZON","CALABARZON","13.42681","122.484263","2"
"ILAYANG CAMBUGA (MABINI)","MULANAY","QUEZON","CALABARZON","13.546885","122.480702","2"
"ILAYANG YUNI","MULANAY","QUEZON","CALABARZON","13.45463","122.518571","2"
"LATANGAN","MULANAY","QUEZON","CALABARZON","13.54635","122.422165","2"
"MAGSAYSAY","MULANAY","QUEZON","CALABARZON","13.57695","122.427367","2"
"MATATAJA","MULANAY","QUEZON","CALABARZON","13.47836","122.470119","2"
"PAKIING","MULANAY","QUEZON","CALABARZON","13.50678","122.48875","2"
"PATABOG","MULANAY","QUEZON","CALABARZON","13.4432","122.4557","2"
"SAGONGON","MULANAY","QUEZON","CALABARZON","13.47894","122.429362","2"
"SAN ISIDRO","MULANAY","QUEZON","CALABARZON","13.494405","122.425384","2"
"SAN PEDRO","MULANAY","QUEZON","CALABARZON","13.537635","122.449934","2"
"SANTA ROSA","MULANAY","QUEZON","CALABARZON","13.53","122.4","2"
"CABUYAO NORTE","PADRE BURGOS","QUEZON","CALABARZON","13.916775","121.881117","2"
"CABUYAO SUR","PADRE BURGOS","QUEZON","CALABARZON","13.906775","121.889579","2"
"DANLAGAN","PADRE BURGOS","QUEZON","CALABARZON","13.90264","121.84167","2"
"DUHAT","PADRE BURGOS","QUEZON","CALABARZON","13.9254","121.829211","2"
"HINGUIWIN","PADRE BURGOS","QUEZON","CALABARZON","13.944445","121.821745","2"
"KINAGUNAN IBABA","PADRE BURGOS","QUEZON","CALABARZON","13.888535","121.894643","2"
"KINAGUNAN ILAYA","PADRE BURGOS","QUEZON","CALABARZON","13.90442","121.900538","2"
"LIPATA","PADRE BURGOS","QUEZON","CALABARZON","13.888195","121.790554","2"
"MARAO","PADRE BURGOS","QUEZON","CALABARZON","13.9143","121.8241","2"
"MARQUEZ","PADRE BURGOS","QUEZON","CALABARZON","13.952475","121.836954","2"
"BURGOS (POB.)","PADRE BURGOS","QUEZON","CALABARZON","13.91667","121.816654","2"
"CAMPO (POB.)","PADRE BURGOS","QUEZON","CALABARZON","13.92125","121.801402","2"
"BASIAO (POB.)","PADRE BURGOS","QUEZON","CALABARZON","13.912495","121.815411","2"
"PUNTA (POB.)","PADRE BURGOS","QUEZON","CALABARZON","13.915665","121.81213","2"
"RIZAL","PADRE BURGOS","QUEZON","CALABARZON","13.93073","121.822903","2"
"SAN ISIDRO","PADRE BURGOS","QUEZON","CALABARZON","13.9193","121.86779","2"
"SAN VICENTE","PADRE BURGOS","QUEZON","CALABARZON","13.898995","121.85503","2"
"SIPA","PADRE BURGOS","QUEZON","CALABARZON","13.96","121.81","2"
"TULAY BUHANGIN","PADRE BURGOS","QUEZON","CALABARZON","13.90292","121.794445","2"
"VILLAPAZ","PADRE BURGOS","QUEZON","CALABARZON","13.933345","121.843918","2"
"WALAY","PADRE BURGOS","QUEZON","CALABARZON","13.9026","121.871545","2"
"YAWE","PADRE BURGOS","QUEZON","CALABARZON","13.9216","121.853771","2"
"ALUPAYE","PAGBILAO","QUEZON","CALABARZON","13.96","121.66","2"
"AÑATO","PAGBILAO","QUEZON","CALABARZON","14.00754","121.656254","2"
"ANTIPOLO","PAGBILAO","QUEZON","CALABARZON","13.99192","121.670574","2"
"BANTIGUE","PAGBILAO","QUEZON","CALABARZON","13.94","121.69","2"
"BIGO","PAGBILAO","QUEZON","CALABARZON","13.99012","121.651681","2"
"BINAHAAN","PAGBILAO","QUEZON","CALABARZON","13.9917","121.7539","2"
"BUKAL","PAGBILAO","QUEZON","CALABARZON","13.98","121.67","2"
"IBABANG BAGUMBUNGAN","PAGBILAO","QUEZON","CALABARZON","14.00755","121.698185","2"
"IBABANG PALSABANGON","PAGBILAO","QUEZON","CALABARZON","13.98","121.71","2"
"IBABANG POLO","PAGBILAO","QUEZON","CALABARZON","13.9025","121.760412","2"
"IKIRIN","PAGBILAO","QUEZON","CALABARZON","13.985855","121.699519","2"
"ILAYANG BAGUMBUNGAN","PAGBILAO","QUEZON","CALABARZON","14.02592","121.693878","2"
"ILAYANG PALSABANGON","PAGBILAO","QUEZON","CALABARZON","14.020375","121.724484","2"
"ILAYANG POLO","PAGBILAO","QUEZON","CALABARZON","13.93042","121.771318","2"
"KANLURAN MALICBOY","PAGBILAO","QUEZON","CALABARZON","13.96238","121.777251","2"
"MAPAGONG","PAGBILAO","QUEZON","CALABARZON","13.97","121.68","2"
"MAYHAY","PAGBILAO","QUEZON","CALABARZON","13.98","121.68","2"
"PINAGBAYANAN","PAGBILAO","QUEZON","CALABARZON","13.96869","121.697888","2"
"BARANGAY  1 CASTILLO (POB.)","PAGBILAO","QUEZON","CALABARZON","13.970905","121.684315","2"
"BARANGAY  2 DAUNGAN (POB.)","PAGBILAO","QUEZON","CALABARZON","13.96545","121.688534","2"
"BARANGAY  3 DEL CARMEN (POB.)","PAGBILAO","QUEZON","CALABARZON","13.968605","121.685875","2"
"BARANGAY  4 PARANG (POB.)","PAGBILAO","QUEZON","CALABARZON","13.97","121.69","2"
"BARANGAY  5 SANTA CATALINA (POB.)","PAGBILAO","QUEZON","CALABARZON","13.969715","121.688133","2"
"BARANGAY  6 TAMBAK (POB.)","PAGBILAO","QUEZON","CALABARZON","13.974275","121.691233","2"
"SILANGAN MALICBOY","PAGBILAO","QUEZON","CALABARZON","13.98","121.8","2"
"TALIPAN","PAGBILAO","QUEZON","CALABARZON","13.97","121.66","2"
"TUKALAN","PAGBILAO","QUEZON","CALABARZON","14.00682","121.677267","2"
"BALUNGAY","PANUKULAN","QUEZON","CALABARZON","14.9818","121.824897","2"
"BATO","PANUKULAN","QUEZON","CALABARZON","14.961685","121.846479","2"
"BONBON","PANUKULAN","QUEZON","CALABARZON","15.01513","121.937778","2"
"CALASUMANGA","PANUKULAN","QUEZON","CALABARZON","14.91323","121.861665","2"
"KINALAGTI","PANUKULAN","QUEZON","CALABARZON","15.00311","121.877435","2"
"LIBO","PANUKULAN","QUEZON","CALABARZON","15.02352","121.83921","2"
"LIPATA","PANUKULAN","QUEZON","CALABARZON","14.930965","121.901013","2"
"MATANGKAP","PANUKULAN","QUEZON","CALABARZON","15.00858","121.905736","2"
"MILAWID","PANUKULAN","QUEZON","CALABARZON","14.94184","121.852031","2"
"PAGITAN","PANUKULAN","QUEZON","CALABARZON","14.99034","121.854854","2"
"PANDAN","PANUKULAN","QUEZON","CALABARZON","15.024855","121.856654","2"
"SAN JUAN (POB.)","PANUKULAN","QUEZON","CALABARZON","14.94063","121.817371","2"
"RIZAL","PANUKULAN","QUEZON","CALABARZON","15.018805","121.969885","2"
"AMAGA","PATNANUNGAN","QUEZON","CALABARZON","14.816585","122.155528","2"
"BUSDAK","PATNANUNGAN","QUEZON","CALABARZON","14.815325","122.251614","2"
"KILOGAN","PATNANUNGAN","QUEZON","CALABARZON","14.815445","122.183059","2"
"LUOD","PATNANUNGAN","QUEZON","CALABARZON","14.821125","122.120348","2"
"PATNANUNGAN NORTE","PATNANUNGAN","QUEZON","CALABARZON","14.7833","122.1833","2"
"PATNANUNGAN SUR (POB.)","PATNANUNGAN","QUEZON","CALABARZON","14.755825","122.233611","2"
"MAABOT","PEREZ","QUEZON","CALABARZON","14.13686","121.978478","2"
"MAINIT NORTE","PEREZ","QUEZON","CALABARZON","14.1655","121.985","2"
"MAINIT SUR","PEREZ","QUEZON","CALABARZON","14.14768","121.97272","2"
"PAMBUHAN","PEREZ","QUEZON","CALABARZON","14.192095","121.970588","2"
"PINAGTUBIGAN ESTE","PEREZ","QUEZON","CALABARZON","14.15913","121.958494","2"
"PINAGTUBIGAN WESTE","PEREZ","QUEZON","CALABARZON","14.178715","121.94961","2"
"PAGKAKAISA POB. (BARANGAY 1)","PEREZ","QUEZON","CALABARZON","14.191635","121.930668","2"
"MAPAGMAHAL POB. (BARANGAY 2)","PEREZ","QUEZON","CALABARZON","14.191835","121.929348","2"
"BAGONG PAG-ASA POB. (BARANGAY 3)","PEREZ","QUEZON","CALABARZON","14.6627","121.0328","2"
"BAGONG SILANG POB. (BARANGAY 4)","PEREZ","QUEZON","CALABARZON","14.19327","121.926588","2"
"RIZAL","PEREZ","QUEZON","CALABARZON","14.14082","121.99176","2"
"SANGIRIN","PEREZ","QUEZON","CALABARZON","14.19907","121.933727","2"
"VILLAMANZANO NORTE","PEREZ","QUEZON","CALABARZON","14.21989","121.937937","2"
"VILLAMANZANO SUR","PEREZ","QUEZON","CALABARZON","14.21553","121.92891","2"
"AMONTAY","PITOGO","QUEZON","CALABARZON","13.835185","122.098699","2"
"COMETA","PITOGO","QUEZON","CALABARZON","13.8045","122.046457","2"
"BIGA","PITOGO","QUEZON","CALABARZON","13.82916","122.108635","2"
"BILUCAO","PITOGO","QUEZON","CALABARZON","13.802905","122.117172","2"
"CABULIHAN","PITOGO","QUEZON","CALABARZON","13.7974","122.033613","2"
"CAWAYANIN","PITOGO","QUEZON","CALABARZON","13.81709","122.071309","2"
"GANGAHIN","PITOGO","QUEZON","CALABARZON","13.81239","122.122283","2"
"IBABANG BURGOS","PITOGO","QUEZON","CALABARZON","13.823575","122.08624","2"
"IBABANG PACATIN","PITOGO","QUEZON","CALABARZON","13.786015","122.11081","2"
"IBABANG PIÑA","PITOGO","QUEZON","CALABARZON","13.81026","122.056216","2"
"IBABANG SOLIYAO","PITOGO","QUEZON","CALABARZON","13.76837","122.111869","2"
"ILAYANG BURGOS","PITOGO","QUEZON","CALABARZON","13.842975","122.092085","2"
"ILAYANG PACATIN","PITOGO","QUEZON","CALABARZON","13.792485","122.136336","2"
"ILAYANG PIÑA","PITOGO","QUEZON","CALABARZON","13.82112","122.057849","2"
"ILAYANG SOLIYAO","PITOGO","QUEZON","CALABARZON","13.77698","122.123609","2"
"NAG-CRUZ","PITOGO","QUEZON","CALABARZON","13.79388","122.092683","2"
"OSMEÑA","PITOGO","QUEZON","CALABARZON","13.831585","122.078399","2"
"PAYTE","PITOGO","QUEZON","CALABARZON","13.795745","122.076622","2"
"PINAGBAYANAN","PITOGO","QUEZON","CALABARZON","13.82036","122.108851","2"
"MASAYA (POB.)","PITOGO","QUEZON","CALABARZON","13.785805","122.096859","2"
"MANGGAHAN (POB.)","PITOGO","QUEZON","CALABARZON","13.78618","122.096483","2"
"DULONG BAYAN (POB.)","PITOGO","QUEZON","CALABARZON","13.787565","122.08512","2"
"PAG-ASA (POB.)","PITOGO","QUEZON","CALABARZON","13.785825","122.087092","2"
"CASTILLO (POB.)","PITOGO","QUEZON","CALABARZON","13.78494","122.08913","2"
"MAALIW (POB.)","PITOGO","QUEZON","CALABARZON","13.78376","122.091886","2"
"MAYUBOK (POB.)","PITOGO","QUEZON","CALABARZON","13.785125","122.095679","2"
"PAMILIHAN (POB.)","PITOGO","QUEZON","CALABARZON","13.78428","122.095134","2"
"DALAMPASIGAN (POB.)","PITOGO","QUEZON","CALABARZON","13.787","122.085878","2"
"POCTOL","PITOGO","QUEZON","CALABARZON","13.80887","122.09378","2"
"QUEZON","PITOGO","QUEZON","CALABARZON","13.82442","122.074026","2"
"QUINAGASAN","PITOGO","QUEZON","CALABARZON","13.82926","122.124315","2"
"RIZALINO","PITOGO","QUEZON","CALABARZON","13.84097","122.113658","2"
"SAGUINSINAN","PITOGO","QUEZON","CALABARZON","13.80898","122.073276","2"
"SAMPALOC","PITOGO","QUEZON","CALABARZON","13.83107","122.08517","2"
"SAN ROQUE","PITOGO","QUEZON","CALABARZON","13.819225","122.046225","2"
"SISIRIN","PITOGO","QUEZON","CALABARZON","13.838185","122.105833","2"
"SUMAG ESTE","PITOGO","QUEZON","CALABARZON","13.784545","122.064766","2"
"SUMAG NORTE","PITOGO","QUEZON","CALABARZON","13.79887","122.059222","2"
"SUMAG WESTE","PITOGO","QUEZON","CALABARZON","13.789285","122.051386","2"
"CONCEPCION","PLARIDEL","QUEZON","CALABARZON","13.95179","121.996903","2"
"DUHAT","PLARIDEL","QUEZON","CALABARZON","13.9307","122.010884","2"
"ILAYA","PLARIDEL","QUEZON","CALABARZON","13.947355","122.01106","2"
"ILOSONG","PLARIDEL","QUEZON","CALABARZON","13.9295","122.023745","2"
"TANAUAN","PLARIDEL","QUEZON","CALABARZON","13.962975","121.992164","2"
"CENTRAL (POB.)","PLARIDEL","QUEZON","CALABARZON","13.955075","122.017841","2"
"PAANG BUNDOK (POB.)","PLARIDEL","QUEZON","CALABARZON","13.952715","122.015364","2"
"PAMPAARALAN (POB.)","PLARIDEL","QUEZON","CALABARZON","13.957425","122.012802","2"
"M. L. TUMAGAY POB. (REMAS MABUTON)","PLARIDEL","QUEZON","CALABARZON","13.952995","122.020384","2"
"ANAWAN","POLILLO","QUEZON","CALABARZON","14.802675","121.928517","2"
"ATULAYAN","POLILLO","QUEZON","CALABARZON","14.67501","121.958581","2"
"BALESIN","POLILLO","QUEZON","CALABARZON","14.42","122.04","2"
"BAÑADERO","POLILLO","QUEZON","CALABARZON","14.702265","121.975762","2"
"BINIBITINAN","POLILLO","QUEZON","CALABARZON","14.8763","121.8747","2"
"BISLIAN","POLILLO","QUEZON","CALABARZON","14.6463","121.9579","2"
"BUCAO","POLILLO","QUEZON","CALABARZON","14.70375","121.914912","2"
"CANICANIAN","POLILLO","QUEZON","CALABARZON","14.757345","121.996716","2"
"KALUBAKIS","POLILLO","QUEZON","CALABARZON","14.643025","121.926534","2"
"LANGUYIN","POLILLO","QUEZON","CALABARZON","14.72546","122.016402","2"
"LIBJO","POLILLO","QUEZON","CALABARZON","14.695205","121.938076","2"
"PAMATDAN","POLILLO","QUEZON","CALABARZON","14.677355","121.996361","2"
"PILION","POLILLO","QUEZON","CALABARZON","14.777365","121.993407","2"
"PINAGLUBAYAN","POLILLO","QUEZON","CALABARZON","14.733735","121.982716","2"
"POBLACION","POLILLO","QUEZON","CALABARZON","14.71935","121.946035","2"
"SABANG","POLILLO","QUEZON","CALABARZON","14.669925","121.921499","2"
"SALIPSIP","POLILLO","QUEZON","CALABARZON","14.83028","121.908452","2"
"SIBULAN","POLILLO","QUEZON","CALABARZON","14.75","121.9333","2"
"TALUONG","POLILLO","QUEZON","CALABARZON","14.85565","121.901205","2"
"TAMULAYA-ANITONG","POLILLO","QUEZON","CALABARZON","14.778465","121.932966","2"
"APAD","QUEZON","QUEZON","CALABARZON","14.052965","122.332227","2"
"ARGOSINO","QUEZON","QUEZON","CALABARZON","13.961444","121.517912","2"
"CAGBALOGO","QUEZON","QUEZON","CALABARZON","14.01476","122.160714","2"
"CARIDAD","QUEZON","QUEZON","CALABARZON","14.117196","121.555668","2"
"COMETA","QUEZON","QUEZON","CALABARZON","13.961444","121.517912","2"
"DEL PILAR","QUEZON","QUEZON","CALABARZON","14.087205","122.10654","2"
"GUINHAWA","QUEZON","QUEZON","CALABARZON","14.192823","121.925803","2"
"GUMUBAT","QUEZON","QUEZON","CALABARZON","14.024805","122.173284","2"
"MAGSINO","QUEZON","QUEZON","CALABARZON","14.04515","122.113912","2"
"MASCARIÑA","QUEZON","QUEZON","CALABARZON","14.07711","122.074564","2"
"MONTAÑA","QUEZON","QUEZON","CALABARZON","14.070155","122.087479","2"
"BARANGAY  I (POB.)","QUEZON","QUEZON","CALABARZON","15.55","120.82","2"
"BARANGAY  II (POB.)","QUEZON","QUEZON","CALABARZON","14.008895","122.188213","2"
"BARANGAY  III (POB.)","QUEZON","QUEZON","CALABARZON","13.962965","121.32303","2"
"BARANGAY  IV (POB.)","QUEZON","QUEZON","CALABARZON","14.007908","122.190051","2"
"BARANGAY  V (POB.)","QUEZON","QUEZON","CALABARZON","14.007036","122.181865","2"
"BARANGAY  VI (POB.)","QUEZON","QUEZON","CALABARZON","14.007908","122.190051","2"
"SABANG","QUEZON","QUEZON","CALABARZON","14.112955","122.071908","2"
"SILANGAN","QUEZON","QUEZON","CALABARZON","14.01734","122.180128","2"
"TAGKAWA","QUEZON","QUEZON","CALABARZON","14.02333","122.148499","2"
"VILLA BELEN","QUEZON","QUEZON","CALABARZON","14.06564","122.129999","2"
"VILLA FRANCIA","QUEZON","QUEZON","CALABARZON","14.051125","122.149637","2"
"VILLA GOMEZ","QUEZON","QUEZON","CALABARZON","14.07","122.12","2"
"VILLA MERCEDES","QUEZON","QUEZON","CALABARZON","14.03963","122.165811","2"
"POBLACION  I (BARANGAY 1)","REAL","QUEZON","CALABARZON","14.65963","121.554987","2"
"CAPALONG","REAL","QUEZON","CALABARZON","14.587885","121.536152","2"
"CAWAYAN","REAL","QUEZON","CALABARZON","14.68","121.61","2"
"KILOLORAN","REAL","QUEZON","CALABARZON","14.6357","121.6062","2"
"LLAVAC","REAL","QUEZON","CALABARZON","14.52","121.55","2"
"LUBAYAT","REAL","QUEZON","CALABARZON","14.50541","121.615034","2"
"MALAPAD","REAL","QUEZON","CALABARZON","14.54408","121.609273","2"
"MARAGONDON","REAL","QUEZON","CALABARZON","14.53","121.57","2"
"PANDAN","REAL","QUEZON","CALABARZON","14.440895","121.561776","2"
"TANAUAN","REAL","QUEZON","CALABARZON","14.553385","121.545441","2"
"TIGNOAN","REAL","QUEZON","CALABARZON","14.573705","121.60204","2"
"UNGOS","REAL","QUEZON","CALABARZON","14.66892","121.607188","2"
"POBLACION  61 (BARANGAY 2)","REAL","QUEZON","CALABARZON","14.66","121.6","2"
"MAUNLAD","REAL","QUEZON","CALABARZON","14.488605","121.589434","2"
"BAGONG SILANG","REAL","QUEZON","CALABARZON","14.484335","121.546598","2"
"MASIKAP","REAL","QUEZON","CALABARZON","14.44658","121.61139","2"
"TAGUMPAY","REAL","QUEZON","CALABARZON","14.575","121.553895","2"
"ALUPAY","SAMPALOC","QUEZON","CALABARZON","14.169525","121.675439","2"
"APASAN","SAMPALOC","QUEZON","CALABARZON","14.172905","121.577205","2"
"BANOT","SAMPALOC","QUEZON","CALABARZON","14.1655","121.666612","2"
"BATAAN","SAMPALOC","QUEZON","CALABARZON","14.141175","121.62604","2"
"BAYONGON","SAMPALOC","QUEZON","CALABARZON","14.15085","121.635091","2"
"BILUCAO","SAMPALOC","QUEZON","CALABARZON","14.15834","121.659164","2"
"CALDONG","SAMPALOC","QUEZON","CALABARZON","14.23303","121.630477","2"
"IBABANG OWAIN","SAMPALOC","QUEZON","CALABARZON","14.17","121.65","2"
"ILAYANG OWAIN","SAMPALOC","QUEZON","CALABARZON","14.15","121.64","2"
"MAMALA","SAMPALOC","QUEZON","CALABARZON","14.21027","121.603378","2"
"SAN BUENO","SAMPALOC","QUEZON","CALABARZON","14.188905","121.652302","2"
"SAN ISIDRO (POB.)","SAMPALOC","QUEZON","CALABARZON","14.164685","121.639838","2"
"SAN ROQUE (POB.)","SAMPALOC","QUEZON","CALABARZON","14.16286","121.63575","2"
"TAQUICO","SAMPALOC","QUEZON","CALABARZON","14.17998","121.619626","2"
"ALIBIHABAN","SAN ANDRES","QUEZON","CALABARZON","13.34423","122.718518","2"
"CAMFLORA","SAN ANDRES","QUEZON","CALABARZON","13.355045","122.636566","2"
"MANGERO","SAN ANDRES","QUEZON","CALABARZON","13.2705","122.6774","2"
"PANSOY","SAN ANDRES","QUEZON","CALABARZON","13.300375","122.655574","2"
"TALA","SAN ANDRES","QUEZON","CALABARZON","13.39942","122.625221","2"
"TALISAY","SAN ANDRES","QUEZON","CALABARZON","13.227605","122.684333","2"
"POBLACION","SAN ANDRES","QUEZON","CALABARZON","13.33248","122.668508","2"
"ARAWAN","SAN ANTONIO","QUEZON","CALABARZON","13.91672","121.243535","2"
"BAGONG NIING","SAN ANTONIO","QUEZON","CALABARZON","13.90854","121.295173","2"
"BALAT ATIS","SAN ANTONIO","QUEZON","CALABARZON","13.909425","121.324213","2"
"BRIONES","SAN ANTONIO","QUEZON","CALABARZON","13.87712","121.333164","2"
"BULIHAN","SAN ANTONIO","QUEZON","CALABARZON","13.92631","121.255626","2"
"BULIRAN","SAN ANTONIO","QUEZON","CALABARZON","13.92631","121.255626","2"
"CALLEJON","SAN ANTONIO","QUEZON","CALABARZON","13.87662","121.348439","2"
"CORAZON","SAN ANTONIO","QUEZON","CALABARZON","13.877385","121.296185","2"
"MANUEL DEL VALLE, SR.","SAN ANTONIO","QUEZON","CALABARZON","13.876225","121.361612","2"
"LOOB","SAN ANTONIO","QUEZON","CALABARZON","13.89","121.28","2"
"MAGSAYSAY","SAN ANTONIO","QUEZON","CALABARZON","13.87945","121.317444","2"
"MATIPUNSO","SAN ANTONIO","QUEZON","CALABARZON","13.901395","121.276191","2"
"NIING","SAN ANTONIO","QUEZON","CALABARZON","13.91","121.28","2"
"POBLACION","SAN ANTONIO","QUEZON","CALABARZON","15.3","120.86","2"
"PULO","SAN ANTONIO","QUEZON","CALABARZON","13.924705","121.32133","2"
"PURY","SAN ANTONIO","QUEZON","CALABARZON","13.91","121.31","2"
"SAMPAGA","SAN ANTONIO","QUEZON","CALABARZON","13.918605","121.305203","2"
"SAMPAGUITA","SAN ANTONIO","QUEZON","CALABARZON","13.89","121.29","2"
"SAN JOSE","SAN ANTONIO","QUEZON","CALABARZON","13.906","121.311","2"
"SINTURISAN","SAN ANTONIO","QUEZON","CALABARZON","13.89508","121.320857","2"
"BUTANGUIAD","SAN FRANCISCO (AURORA)","QUEZON","CALABARZON","13.23817","122.530625","2"
"CASAY","SAN FRANCISCO (AURORA)","QUEZON","CALABARZON","13.2632","122.5217","2"
"CAWAYAN I","SAN FRANCISCO (AURORA)","QUEZON","CALABARZON","13.3672","122.5094","2"
"CAWAYAN II","SAN FRANCISCO (AURORA)","QUEZON","CALABARZON","13.368515","122.562746","2"
"HUYON-UYON","SAN FRANCISCO (AURORA)","QUEZON","CALABARZON","13.265465","122.627631","2"
"IBABANG TAYUMAN","SAN FRANCISCO (AURORA)","QUEZON","CALABARZON","13.4042","122.5165","2"
"ILAYANG TAYUMAN","SAN FRANCISCO (AURORA)","QUEZON","CALABARZON","13.413055","122.55557","2"
"INABUAN","SAN FRANCISCO (AURORA)","QUEZON","CALABARZON","13.34557","122.560893","2"
"NASALAAN","SAN FRANCISCO (AURORA)","QUEZON","CALABARZON","13.21955","122.598698","2"
"PAGSANGAHAN","SAN FRANCISCO (AURORA)","QUEZON","CALABARZON","13.23008","122.637898","2"
"POBLACION","SAN FRANCISCO (AURORA)","QUEZON","CALABARZON","13.35","122.52","2"
"PUGON","SAN FRANCISCO (AURORA)","QUEZON","CALABARZON","13.223715","122.562571","2"
"SILONGIN","SAN FRANCISCO (AURORA)","QUEZON","CALABARZON","13.313435","122.54222","2"
"DON JUAN VERCELOS","SAN FRANCISCO (AURORA)","QUEZON","CALABARZON","13.291925","122.522243","2"
"MABUÑGA","SAN FRANCISCO (AURORA)","QUEZON","CALABARZON","13.305555","122.611042","2"
"SANTO NIÑO","SAN FRANCISCO (AURORA)","QUEZON","CALABARZON","13.298485","122.584284","2"
"ABUYON","SAN NARCISO","QUEZON","CALABARZON","13.6226","122.5191","2"
"ANDRES BONIFACIO","SAN NARCISO","QUEZON","CALABARZON","13.5503","122.550502","2"
"BANI","SAN NARCISO","QUEZON","CALABARZON","13.631905","122.459454","2"
"BINAY","SAN NARCISO","QUEZON","CALABARZON","13.5019","122.5983","2"
"BUENAVISTA","SAN NARCISO","QUEZON","CALABARZON","13.565605","122.538175","2"
"BUSOKBUSOKAN","SAN NARCISO","QUEZON","CALABARZON","13.45458","122.575358","2"
"CALWIT","SAN NARCISO","QUEZON","CALABARZON","13.59678","122.517395","2"
"GUINHALINAN","SAN NARCISO","QUEZON","CALABARZON","13.659335","122.470274","2"
"LACDAYAN","SAN NARCISO","QUEZON","CALABARZON","13.57811","122.52736","2"
"MAGUITING","SAN NARCISO","QUEZON","CALABARZON","13.619","122.489117","2"
"MANLAMPONG","SAN NARCISO","QUEZON","CALABARZON","13.643465","122.489499","2"
"PAGKAKAISA (POB.)","SAN NARCISO","QUEZON","CALABARZON","13.56539","122.558729","2"
"MALIGAYA (POB.)","SAN NARCISO","QUEZON","CALABARZON","13.56557","122.570973","2"
"BAYANIHAN (POB.)","SAN NARCISO","QUEZON","CALABARZON","13.57413","122.55822","2"
"PAGDADAMAYAN (POB.)","SAN NARCISO","QUEZON","CALABARZON","13.573145","122.569677","2"
"PUNTA","SAN NARCISO","QUEZON","CALABARZON","13.528755","122.620355","2"
"RIZAL","SAN NARCISO","QUEZON","CALABARZON","13.55185","122.59604","2"
"SAN ISIDRO","SAN NARCISO","QUEZON","CALABARZON","13.665795","122.436553","2"
"SAN JUAN","SAN NARCISO","QUEZON","CALABARZON","13.5232","122.5813","2"
"SAN VICENTE","SAN NARCISO","QUEZON","CALABARZON","13.485195","122.562233","2"
"VIGO CENTRAL","SAN NARCISO","QUEZON","CALABARZON","13.451035","122.598923","2"
"VILLA AURIN (PINAGSAMA)","SAN NARCISO","QUEZON","CALABARZON","13.539545","122.523616","2"
"VILLA REYES","SAN NARCISO","QUEZON","CALABARZON","13.44799","122.63039","2"
"WHITE CLIFF","SAN NARCISO","QUEZON","CALABARZON","13.4608","122.559854","2"
"ANTIPOLO","SARIAYA","QUEZON","CALABARZON","13.917135","121.561003","2"
"BALUBAL","SARIAYA","QUEZON","CALABARZON","13.97","121.53","2"
"CONCEPCION PINAGBAKURAN","SARIAYA","QUEZON","CALABARZON","14.010005","121.486244","2"
"BIGNAY 1","SARIAYA","QUEZON","CALABARZON","13.86969","121.488668","2"
"BIGNAY 2","SARIAYA","QUEZON","CALABARZON","13.8644","121.4879","2"
"BUCAL","SARIAYA","QUEZON","CALABARZON","13.922595","121.53825","2"
"CANDA","SARIAYA","QUEZON","CALABARZON","13.9217","121.5293","2"
"CASTAÑAS","SARIAYA","QUEZON","CALABARZON","13.8744","121.5533","2"
"CONCEPCION BANAHAW","SARIAYA","QUEZON","CALABARZON","14.015115","121.476858","2"
"CONCEPCION NO. 1","SARIAYA","QUEZON","CALABARZON","13.94","121.48","2"
"CONCEPCION PALASAN","SARIAYA","QUEZON","CALABARZON","13.93","121.47","2"
"GIBANGA","SARIAYA","QUEZON","CALABARZON","13.97","121.54","2"
"GUISGUIS-SAN ROQUE","SARIAYA","QUEZON","CALABARZON","13.8738","121.5189","2"
"GUISGUIS-TALON","SARIAYA","QUEZON","CALABARZON","13.86","121.51","2"
"JANAGDONG  1","SARIAYA","QUEZON","CALABARZON","13.92954","121.503467","2"
"JANAGDONG  2","SARIAYA","QUEZON","CALABARZON","13.9034","121.5134","2"
"LIMBON","SARIAYA","QUEZON","CALABARZON","13.895715","121.545923","2"
"LUTUCAN BATA","SARIAYA","QUEZON","CALABARZON","13.892125","121.496923","2"
